"weight","subsid","soc","age","age_grp","region","sex","tenure","mastat","fihhyr2","dfihhyr","dfihhyrchg","saveamount","huresp","hsval","mg1tot","xpmg","intmg","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","usa","usb","ush","usc","usj","usd","usi","use","usg","us","ustot","xpus","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","billscc","actbillscc1","actbillscc2","actbillscc3","actbillscc4","actbillscc5","actbillscc6","actbillscc7","actbillscc10","actbillscc11","actbillscc8","actbillscc9","hscntcr1","hscrchg","hscntcr2","nvesttot","savingch","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desavebcs1","desavebcs2","desavebcs3","desavebcs4","desavebcs5","desavebcs6","uncert","uncertch","pubsecty","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act6","fisc11_act5","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact6","fisc_likact5","jbstat","xphsdf","xphpdf"
1.05862618,21847534,"C1",71,"65+","West Midlands","Male","Owned outright","marrried or couple","£17,500-£24,999","£1,200-£1,399","no change","150-£199","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","£500-£999","£200-£219","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£10,000 - £12,499","Decrease by less than £50 a month",,,,,,,,,,,,,,"no","yes","no","no","no","no","good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"retired","no","no"
0.971969131,21818121,"C1",59,"55 - 64","Scotland","Male","Owned mortgage","never married","£9,500-£11,499","£400-£499","no change","£100-£149","yes","£50,000-£74,999","£10,000-£19,999","<£100","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£150-199","no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£40,000 - £44,999","Increase by £50-£99 a month","no","no","no","no","no","yes","no","no","no","no","no","no","no",,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","retired","no","not applicable"
0.951339885,23126679,"C1",39,"35 - 44","East Midlands","Female","Owned mortgage","marrried or couple","£30,000-£39,999","£1,400-£1,599","no change","£200-£249","yes","£100,000-£124,999","£30,000-£39,999","<£100","don't know","no","no","no","no","no","no","no","yes",,,"no","yes","no","yes","no","no","no","no","no","yes","£3,000-£3,499","£240-£259","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","refused","refused","no","£10,000 - £12,499","don't know",,,,,,,,,,,,,,,,,,,,"good idea","refused","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","no"
0.966133905,20775731,"C1",26,"25 - 34","West Midlands","Female","Private rented","marrried or couple","£17,500-£24,999","£300-£399","down <£50","<=25","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","yes","yes","yes","no","no","no","no","yes","£7,500-£7,999","£120-£139","yes","no","no","no","no","I would be behind on my loan payments","keeping up, constant struggle","no","no","no","yes","no","yes","no","no","no","no","no","don't know","harder","no","None","don't know",,,,,,,,,,,,,,,,,,,,"no idea","don't know","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","something else","yes","heavy"
0.904182838,21263962,"C2",55,"55 - 64","Yorkshire & Humberside","Male","Owned outright","marrried or couple","£17,500-£24,999","£900-£999","down <£50","£200-£249","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","not applicable","no","£4,000 - £4,999","Decrease by less than £50 a month",,,,,,,,,,,,,,"no","yes","no","no","no","no","good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","long-term sick/disab","no","not applicable"
1.08122197,23140431,"B",18,"18 - 24","North West","Male","Owned mortgage","never married","£17,500-£24,999","£700-£799","up £50-£100","£100-£149","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","no","yes","no","no","no","no","no","yes","refused","refused","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","yes","no","no","no","refused","the same","no","refused","don't know",,,,,,,,,,,,,,,,,,,,"good idea","less certain","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","no","no","FT student","no","heavy"
0.957261576,21389214,"C2",18,"18 - 24","Wales","Female","Owned mortgage","never married","£25,000-£29,999","£800-£899","no change","none","yes","£75,000-£99,999","don't know","£400-£449","don't know","no","no","no","no","no","no","no","yes",,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","not applicable","yes","don't know","Increase by less than £50 a month","no","no","no","no","no","no","no","yes","no","no","yes","no","no",,,,,,,"vague idea","no change","don't know","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no",,,,,,,"FT student","no","not applicable"
1.01899921,21956518,"C2",23,"18 - 24","Greater London","Male","Owned outright","never married","£17,500-£24,999","£400-£499","no change","£400-£449","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes","£6,000-£6,499","<£10","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","don't know","no","refused","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","in paid employ","no","no"
1.19316611,20455706,"A",24,"18 - 24","Scotland","Male","Owned mortgage","never married",">=£100,000","£4,000-£4,999","no change","£900-£999","yes","£350,000-£399,999","£90,000-£99,999","£400-£449","fixed","no","no","no","no","no","no","no","yes",,,"yes","no","no","no","no","no","no","no","no","yes","£1,000-£1,499","£140-£159","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£10,000 - £12,499","Increase by £300 or more a month","no","no","no","no","no","no","no","no","yes","no","no","no","no",,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","no"
0.926714662,23096097,"C2",60,"55 - 64","South West","Male","Owned mortgage","marrried or couple","£4,500-£6,499","<=199","down >£100","none","yes","£125,000-£149,999","£20,000-£29,999","£150-£199","fixed","no","no","no","yes","no","yes","no","no","I would be up to date with my mortgage payments, but it would be a struggle",,"no","yes","no","yes","no","no","no","no","no","yes","£1,000-£1,499","£40-£49","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","no","no","no","no","yes","harder","yes","£15,000 - £17,499","Decrease by £300 or more a month",,,,,,,,,,,,,,"yes","yes","no","no","no","no","no idea","less certain","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","unemployed","no","somewhat"
0.880287494,21663701,"C1",61,"55 - 64","Scotland","Female","Owned outright","widowed/divorced/separated","£11,500-£13,499","<=199","down >£100","none","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","yes","no","no","yes","£6,000-£6,499","<£10","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","yes","no","no","no","no","no","not applicable","no","£20,000 - £24,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","in paid employ","no","somewhat"
0.887328291,20801415,"C1",25,"25 - 34","South East","Male","Owned outright","never married","£50,000-£74,999","£1,000-£1,199","no change","£200-£249","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes","£10,000-£14,999","<£10","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£15,000 - £17,499","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes","unemployed","no","no"
1.09971351,21611528,"C1",50,"45 - 54","Scotland","Male","Owned mortgage","marrried or couple","£30,000-£39,999","£400-£499","down >£100","£50-£99","yes","£150,000-£174,999","£30,000-£39,999","£350-£399","fixed","no","no","no","no","no","no","no","yes",,,"yes","no","no","no","no","no","no","no","no","yes","£7,500-£7,999","£260-£279","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£15,000 - £17,499","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","less certain","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","self employed","no","somewhat"
1.04368626,20997508,"C2",65,"65+","North West","Male","Owned outright","marrried or couple","£15,500-£17,499","£200-£299","no change","<=25","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","no","yes","no","no","no","no","no","not applicable","no","£45,000 - £49,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","retired","no","not applicable"
0.893550954,23139801,"C1",67,"65+","South East","Female","Owned outright","marrried or couple","£25,000-£29,999","don't know","down £50-£100","don't know","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no",">=£150,000","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","retired","no","not applicable"
1.05635326,23158332,"B",60,"55 - 64","Greater London","Female","Owned outright","marrried or couple","£25,000-£29,999","£1,000-£1,199","no change","150-£199","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","not applicable","no","£30,000 - £34,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","retired","no","not applicable"
0.84857263,21671958,"D",53,"45 - 54","North","Female","Owned outright","marrried or couple","£25,000-£29,999","£300-£399","down <£50","£300-£349","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"yes","no","no","no","no","yes","no","no","no","yes","£500-£999","£50-£59","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£2,000 - £2,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","in paid employ","no","no"
0.874621876,21721214,"D",60,"55 - 64","North","Male","Owned outright","marrried or couple","£30,000-£39,999","£1,000-£1,199","down £50-£100","£500-£599","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no",">=£150,000","Decrease by £150-£199 a month",,,,,,,,,,,,,,"no","yes","no","no","no","no","good idea","less certain","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","refused","not applicable"
0.754740744,22339911,"E",24,"18 - 24","Yorkshire & Humberside","Male","Owned mortgage","never married","£4,500-£6,499","<=199","down <£50","<=25","yes","£125,000-£149,999","£50,000-£59,999","<£100","fixed","no","no","no","yes","no","no","no","no","I would be up to date with my mortgage payments, but it would be a struggle",,"no","yes","no","no","no","no","yes","no","no","yes","£6,500-£6,999","£50-£59","no","no","yes","no","no","I would be up to date with my loan payments, but it would be a struggle","keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","yes","no","no","yes","harder","no","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","no change","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","unemployed","yes","somewhat"
0.813678809,23107673,"D",18,"18 - 24","Greater London","Female","Owned outright","never married","£40,000-£49,999","don't know","no change","£500-£599","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£30,000 - £34,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"FT student","no","not applicable"
0.822448914,21661777,"C2",20,"18 - 24","North West","Female","Owned mortgage","never married","refused","refused","down £50-£100","don't know","no","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","yes","no","no","yes","£1,000-£1,499","don't know","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","don't know","don't know","Increase by £50-£99 a month","no","no","no","no","no","no","no","no","yes","no","no","no","no",,,,,,,"don't know","less certain","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","FT student","no","somewhat"
0.990082748,20744620,"D",41,"35 - 44","North West","Female","Private rented","marrried or couple","£6,500-£7,499","600-£699","down £50-£100","£25-£49","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","yes","yes","no","no","no","no","no","yes","£2,500-£2,999","£30-£39","no","no","no","yes","no","I would be up to date with my loan payments, but it would be a struggle","keeping up, struggle from time to time","no","no","no","no","no","no","no","yes","no","no","no","yes","harder","no","<£500","Decrease by £50-£99 a month",,,,,,,,,,,,,,"no","no","yes","no","no","no","no idea","don't know","no","no","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","in paid employ","yes","somewhat"
0.845938147,22254327,"C2",33,"25 - 34","Yorkshire & Humberside","Female","Owned mortgage","marrried or couple","£30,000-£39,999","£200-£299","down >£100","£100-£149","yes","£175,000-£199,999","£30,000-£39,999","£300-£349","fixed","no","no","no","no","no","no","no","yes",,,"yes","no","no","yes","yes","no","no","no","no","yes","£4,000-£4,499","£200-£219","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no","£2,000 - £2,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","in paid employ","no","somewhat"
0.868195206,20911232,"D",22,"18 - 24","North West","Female","Private rented","marrried or couple","£11,500-£13,499","£300-£399","no change","£50-£99","not applicable","not applicable","not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","£200-£499","£30-£39","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","yes","the same","no","£1,000 - £1,999","Increase by £50-£99 a month","no","no","yes","no","no","no","no","no","yes","no","no","no","no",,,,,,,"no idea","no change","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","unemployed","no","no"
1.04202401,20352399,"C1",67,"65+","South East","Male","Owned outright","marrried or couple","£50,000-£74,999","£1,200-£1,399","down £50-£100","£900-£999","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","£500-£999","£260-£279","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£50,000 - £74,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","less certain","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","self employed","no","no"
0.902248167,22564724,"C1",21,"18 - 24","South East","Male","Owned outright","never married","£30,000-£39,999","don't know","no change","£500-£599","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","<£200","£10-£19","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","refused","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"don't know","less certain","don't know","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","in paid employ","no","no"
0.971003351,20083611,"C1",70,"65+","Yorkshire & Humberside","Male","Owned outright","marrried or couple","£30,000-£39,999","£800-£899","no change","£500-£599","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","yes","yes","yes","no","no","no","no","no","yes","£3,500-£3,999","£400-£449","don't know","don't know","don't know","don't know","don't know",,"keeping up, constant struggle","no","no","no","no","no","no","no","no","no","no","yes","don't know","the same","no","£100,000 - £149,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","retired","no","somewhat"
0.959171036,21868744,"C2",37,"35 - 44","Scotland","Female","Owned mortgage","marrried or couple","£30,000-£39,999","£200-£299","down <£50","none","yes","£100,000-£124,999","£60,000-£69,999","£450-£499","don't know","no","no","no","no","no","no","no","yes",,,"no","no","yes","no","no","no","no","no","no","yes","£200-£499","don't know","yes","no","no","no","no","I would be behind on my loan payments","keeping up, struggle from time to time","no","no","no","no","no","yes","no","yes","no","no","no","no","harder","no","None","Increase by less than £50 a month","no","no","no","no","no","no","no","no","no","no","no","no","yes",,,,,,,"no idea","no change","yes","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"something else","yes","somewhat"
0.898494366,21303880,"C1",71,"65+","Yorkshire & Humberside","Female","Owned outright","marrried or couple","refused","refused","down <£50","<=25","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","yes","no","no","no","no","yes","£200-£499","£180-£199","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","no","yes","no","no","no","no","don't know","don't know","refused","don't know","refused",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","self employed","no","heavy"
0.942997936,22459317,"C1",97,"65+","East Midlands","Female","Owned outright","widowed/divorced/separated","£15,500-£17,499","£200-£299","no change","£50-£99","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","£1,000-£1,499","£200-£219","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","the same","no","£2,000 - £2,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","retired","no","somewhat"
1.07358733,20800858,"C2",65,"65+","North","Male","Owned mortgage","marrried or couple","£40,000-£49,999","£300-£399","down <£50","£100-£149","yes","£75,000-£99,999","£10,000-£19,999","£150-£199","fixed","no","no","no","no","no","no","no","yes",,,"no","yes","no","yes","no","no","no","no","no","yes","£1,000-£1,499","£100-£119","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","the same","no","£20,000 - £24,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","no","yes","no","no",,,,,,,"in paid employ","no","no"
1.06806306,22079541,"B",33,"25 - 34","Greater London","Female","Owned mortgage","marrried or couple","£50,000-£74,999","£1,200-£1,399","down <£50","none","yes","£300,000-£349,999","£230,000-£249,999","£1,500-£1,749","standard variable rate (SVR)","no","no","no","no","no","no","no","yes",,"£0-49","no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£12,500 - £14,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","something else","no","not applicable"
0.867796252,22398799,"C1",44,"35 - 44","South East","Female","Owned mortgage","marrried or couple","£50,000-£74,999","£900-£999","up >£100","don't know","yes","£225,000-£249,999","£40,000-£49,999","£850-£899","base rate tracker","no","no","no","no","no","no","no","yes",,"Dont know","no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","yes","None","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","more certain","don't know","yes","no","yes","no","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","something else","no","not applicable"
0.893032286,22586866,"D",32,"25 - 34","North West","Male","Owned outright","never married","£40,000-£49,999","<=199","down £50-£100","£450-£499","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no","not applicable","not applicable",,,,,,,"keeping up, constant struggle","no","no","no","no","no","no","no","yes","no","no","no","no","not applicable","no","refused","Increase by £50-£99 a month","yes","yes","no","no","yes","no","no","no","no","no","no","no","no",,,,,,,"vague idea","less certain","no","no","no","yes","yes","yes","no","no","no","yes","no","yes","yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","in paid employ","no","not applicable"
0.802136181,21649946,"E",67,"65+","South East","Female","Owned mortgage","widowed/divorced/separated","refused","£200-£299","up £50-£100","none","yes","don't know","don't know","£100-£149","don't know","no","no","no","no","no","no","no","yes",,,"no","no","no","no","no","yes","no","no","no","yes","<£200","<£10","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","not applicable","no","None","don't know",,,,,,,,,,,,,,,,,,,,"vague idea","don't know","don't know","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","don't know","don't know","don't know","don't know","don't know","don't know","retired","no","no"
0.902248167,21002158,"C1",24,"18 - 24","South East","Male","Owned outright","never married","£40,000-£49,999","£1,000-£1,199","no change","150-£199","yes",,"not applicable","not applicable","not applicable",,,,,,,,,,,"no","no","no","yes","no","no","no","no","no","yes","<£200","£200-£219","no","no","no","no","yes",,"keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","no","not applicable","no","£6,000 - £6,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"vague idea","no change","no","no","no","no","no","no","yes","no","no",,,,,,,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","in paid employ","no","no"
1.09472819,21806736,"C1",29,"25 - 34","Wales","Male","Owned mortgage","never married","£75,000-£99,999","£400-£499","down £50-£100","£100-£149","yes","£175,000-£199,999","£100,000-£109,999","£700-£749","fixed","no","no","yes","yes","no","no","no","no","I would be behind on my mortgage payments by less than 6 months of payments",,"no","yes","no","yes","no","no","yes","no","no","yes",">=£30,000","£260-£279","no","no","no","no","yes",,"keeping up, constant struggle","no","no","no","no","no","no","yes","yes","no","no","no","yes","don't know","no","refused","don't know",,,,,,,,,,,,,,,,,,,,"no idea","less certain","no","yes","yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","yes","yes","yes","no","no","in paid employ","yes","heavy"
1.01198989,21104459,"C1",44,"35 - 44","South East","Male","Owned mortgage","marrried or couple","£50,000-£74,999","600-£699","down £50-£100","£500-£599","yes","£350,000-£399,999","£275,000-£299,999","£250-£299","base rate tracker","no","no","no","no","no","no","no","yes",,"£300-399","no","no","no","yes","no","no","yes","no","no","yes","£10,000-£14,999","don't know","no","no","no","no","yes",,"keeping up, struggle from time to time","no","no","no","no","no","yes","no","no","no","no","no","no","not applicable","no","£5,000 - £5,999","Don’t plan to change my monthly savings",,,,,,,,,,,,,,,,,,,,"good idea","no change","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","in paid employ","no","somewhat"
